procuring_entity,procurement_ref_no,description,contractor,amount,procuring_method,advert_date,notification_date,contract_signing,completion_date,tenders_sold,bids_received,page
OFFICE OF THE AUDITOR GENERAL,OAG/RT/001/2015-2016,SUPPLY INSTALLATION AND COMMISSIONING OF VARIOUS SYSTEMS SOFTWARE FOR THE OFFICE OF THE AUDITOR-GENERAL,ACTS BUSINESS SYSTEMS LIMITED,"5,325,000.00",Restricted Tender,9/11/2015,10/5/2015,11/2/2015,12/11/2015,11,6,109
OFFICE OF THE AUDITOR GENERAL,WP.ITEM NO. D21/NE/GRS/1401 JOB.NO.997 A,"PROPOSED CONSTRUCTION OF REGIONAL OFFICE OF THE OFFICE OF THE AUDITOR GENERAL, GARISSA",ARAM INVESTMENT LTD,"134,731,028.80",Open tender,9/15/2015,11/5/2015,1/14/2016,10/21/2016,0,11,109
OFFICE OF THE AUDITOR GENERAL,MIN5/AUG31ST/2015,PROCUREMENT OF ADDITIONAL OFFICE SPACE AT AM BANK FOR 6 YEARS,KNIGHT FRANK KENYA LTD,"15,384,748.60",Direct Procurement,5/12/2015,8/31/2015,9/8/2015,6/30/2021,0,1,109
TANA AND ATHI RIVERS DEVELOPMENT AUTHORITY (TARDA),TARDA/RT/089/2015-2016,Supply of farm  inputs,Deghan Enterprises,"10,372,500.00",Restricted Tender,2/24/2016,3/3/2016,3/31/2016,4/27/2016,12,5,109
TANA AND ATHI RIVERS DEVELOPMENT AUTHORITY (TARDA),S/695828&S/69612,Supply of 4no. Utility vehicles,Toyota Kenya Ltd,"29,767,121.00",Restricted Tender,2/10/2016,2/29/2016,2/29/2016,4/4/2016,0,1,109
TANA AND ATHI RIVERS DEVELOPMENT AUTHORITY (TARDA),S/695828&S/69612,Sypply Of 1 No Doube Cab,Toyota Kenya Ltd,"5,092,046.00",Restricted Tender,2/2/2016,2/29/2016,3/3/2016,4/15/2016,0,1,109
MACHAKOS UNIVERSITY COLLEGE,MUC/W/03/2015/-2016,"Supply and delivery of Computers, hardware, software and accessories",Inforparts Company Ltd,"5,575,838.00",Open tender,12/1/2015,1/15/2016,1/15/2016,6/30/2016,15,7,109
TANATHI WATER SERVICES BOARD,TAWSB/008/2015-2016,CONSTRUCTION OF KYALININI-MULUNDI WATER PROJECT,KATUNGATE CONTRACTORS LIMITED,"9,491,788.74",Open tender,10/9/2015,1/13/2016,2/8/2016,6/15/2016,18,18,109
ENERGY REGULATORY COMMISION,ERC/PROC/4/1/15-16/058,PARTITIONING AND OFFICE FIT OUT WORKS AT ERC OFFICES,POLISH CONTRACTORS LIMITED,"18,164,459.28",Open tender,11/10/2015,1/26/2016,2/14/2016,6/15/2016,18,15,109
ENERGY REGULATORY COMMISION,ERC/PROC/4/1/15-16/097,PRODUCTION OF TV AND RADIO COMMERCIALS,PROTEL STUDIOS LIMITED,"5,603,242.00",Open tender,2/12/2016,4/1/2016,4/15/2016,6/30/2016,12,9,109
MULTIMEDIA UNIVERSITY COLLEGE,MMU/RFP/17/2015-2016,"REQUEST FOR PROPOSAL (RFP) FOR LEASING OF BUILDING IN NAIROBI CBD FOR TEACHING PURPOSES FOR THE NEXT SIX (6) YEARS
Letter of offer was signed in March 2016
Rent escalation 10% every two (2) years
1. First and second year of the term 1st March 2016-28th February, 2018 monthly rent = Ksh 791,120 VAT inclusive, total rent payable for yer 1 & 2 is Ksh 9,493,440.00 yearly
2. Third and fourth year of the term 1st March 2018-28th February, 2020 monthly rent = Ksh 870,232 VAT inclusive, total rent payable for year 3 & 4 is Ksh 10,442,784.00 yearly
3. Fifth and Sixth year of the term 1st March 2020-28th February, 2022 monthly rent = Ksh 957,255.20 VAT inclusive, total rent payable for year 5 & 6 is Ksh 11,487,062.40 yearly",M/S NJENGI PROPERTIES LTD,"9,493,440.00",Request for proposals,11/27/2015,1/18/2016,4/12/2016,2/28/2022,1,1,109
NATIONAL AIDS CONTROL COUNCIL,NACC/ 002/ 2015-2016,PROVISION OF IN AND OUTPATIENT MEDICAL INSURANCE COVER FOR NACC STAFF AND BOARD,GENERAL ACCIDENT INSURANCE LIMITED,"16,953,066.00",Open tender,1/8/2016,4/1/2016,4/20/2016,5/31/2017,0,14,109
NATIONAL AIDS CONTROL COUNCIL,NACC/001/ 2015-2016,PROVISION OF GENERAL INSURANCE BROKERAGE SERVICES; COMPREHENSIVE COVER FOR MOTOR INSURANCE; COMMERCIAL,KENBRIGHT INSURANCE BROKERS LIMITED,"5,701,444.00",Open tender,1/8/2016,3/30/2016,4/20/2016,6/30/2017,0,14,109
KENYA MEAT COMMISSION,"KMC/E0I/CONSUL/07/2015-2016,",EXPRESSION OF INTEREST FOR INTERNATIONAL CONSULTANCY SERVICES FOR UPGRADING OF KENYA MEAT COMMISSION ATHI-RIVER AND MOMBASA ABATTOIRS.,"CEMSAN MAKINA CEMSAN MAKINA INS.SAN vatic. LTD . STI. Saray Mah.Keresterciler San.Sitesi 24, Sokak.no 13 Kazan/Ankara/Turkiye T. +90 312 815 1328-29 +903128151180","13,800,000.00",Request for proposals,10/23/2015,2/19/2016,4/27/2016,10/31/2016,0,7,109
KENYA LEATHER DEVELOPMENT COUNCIL,KLDC/PROC/010/2015-2016,Tender for Construction of Perimeter Boundary Wall at Kinanie Leather Industrial Park - Kinanie- Machakos County,LIRONA CONSTRUCTION LIMITED,"87,959,438.35",Open tender,1/8/2016,2/18/2016,3/8/2016,8/25/2016,0,12,109
KENYA LEATHER DEVELOPMENT COUNCIL,KLDC/TC/02/2015-2016,"Tender for Supply of Footwear and Leather goods, Manufacturing Equipment/Machines Installation and Training for Upgrading Kariokor and Training and Production Centre for Shoe Industry (TPCSI) cluster",HYDROMATICS LIMITED,"83,038,540.00",Open tender,12/18/2015,2/15/2016,3/8/2016,8/9/2016,0,7,109
KENYA INSTITUTE OF SPECIAL EDUCATION,Tender No. KISE/08/2015-2016,Supply and Delivery of Disability Friendly Bus,Kenya Coach Industries,"5,925,880.00",Restricted Tender,3/1/2016,4/13/2016,4/14/2016,5/16/2016,4,3,109
KENYA LEATHER DEVELOPMENT COUNCIL,EPZA TENDER No.17/2014-2015,"Consultancy Services for Design, Preparation of bid documents and Construction Supervision of Phase II of EPZA waste treatment works at Kenanie","SHAH TECHNICAL CONSULTANTS PVT. LTD, INDIA","59,011,334.00",Open tender,2/16/2015,8/12/2015,10/15/2015,8/15/2016,26,13,109
KENYA LEATHER DEVELOPMENT COUNCIL,EPZA TENDER No. 04/2015-2016,Request for Proposal for Consultancy Services for Development of Marketing Communication and Branding Strategy,True North/TMG (JV),"21,619,200.00",Open tender,12/7/2015,2/11/2016,3/14/2016,3/14/2017,0,6,109
NATIONAL CEREALS AND PRODUCE BOARD,NCPB/DWB/12/2015-2016,"Framework Agreement for Provision of Ship Discharge,Bagging,Weighing,Expediting & Related Services for 52,550MT of fertilizer at the Port of Mombasa for 1 Year",INTER-GLOBE SERVICES,"34,315,150.00",Open tender,1/7/2016,1/27/2016,3/7/2016,3/7/2017,4,2,109
NATIONAL CEREALS AND PRODUCE BOARD,NCPB/PP/11/A/2015-2016,"Supply & Delivery of 1,051,000 +-10%x50Kgs New Woven Branded PP Bags for Packaging Fertilizer",TEXPLAST INDUSTRIES LTD,"42,670,600.00",Restricted Tender,1/6/2016,1/19/2016,1/22/2016,2/20/2016,0,2,110
NATIONAL CEREALS AND PRODUCE BOARD,NCPB/PP/11/B/2015-2016,"Supply & Delivery of 151,000+-10% x50Kgs New Woven Branded PP Bags for Packaging Fertilizer",TEXPLAST INDUSTRIES LTD,"6,130,600.00",Restricted Tender,1/6/2016,2/15/2016,2/19/2016,2/20/2016,0,2,110
NATIONAL CEREALS AND PRODUCE BOARD,NCPB/PP/16/A/2015-2016,"Supply & Delivery of additional 680,000 +-10% x50Kgs New Woven Branded PP Bags for Packaging Fertilizer",AFRICA POLYSACK LTD,"27,540,000.00",Restricted Tender,1/19/2016,2/4/2016,2/9/2016,3/31/2016,0,2,110
NATIONAL CEREALS AND PRODUCE BOARD,NCPB/PP/16/B/2015-2016,"Supply & Delivery of additional 220,000 +-10% x50Kgs New Woven Branded PP Bags for Packaging Fertilizer",AFRICA POLYSACK LTD,"9,910,000.00",Restricted Tender,1/19/2016,2/4/2016,2/12/2016,2/29/2016,0,2,110
NATIONAL COUNCIL FOR PERSONS WITH DISABILITIES,NCPWD/PROC/02A/2015/2016,SUPPLY AND DELIVERY OF SUNSCREEN LOTIONS SPF 50+ FOR ADULTS WITH ALBINISM,GOLDEN WINGS GENERAL MERCHANTS,"15,120,000.00",Open tender,3/23/2016,5/19/2016,5/26/2016,7/31/2016,0,11,110
NATIONAL COUNCIL FOR PERSONS WITH DISABILITIES,NCPWD/PROC/02B/2015/2016,SUPPLY AND DELIVERY OF SUNSCREEN LOTIONS SPF 30+ FOR CHILDREN WITH ALBINISM,GOLDEN WINGS GENERAL MERCHANTS,"15,170,000.00",Open tender,3/23/2016,5/19/2016,5/26/2016,7/31/2016,0,11,110
NATIONAL COUNCIL FOR PERSONS WITH DISABILITIES,NCPWD/PROC/03/2015/2016,SUPPLY AND DELIVERY OF AFTER SUN LOTIONS FOR PERSONS WITH ALBINISM,CORTANA LTD,"17,868,400.00",Open tender,3/23/2016,5/6/2016,5/18/2016,7/31/2016,0,10,110
NATIONAL COUNCIL FOR PERSONS WITH DISABILITIES,NCPWD/PROC/04/2015/2016,SUPPLY AND DELIVERY OF LIP CARE PRODUCTS FOR PERSONS WITH ALBINISM,CORTANA LTD,"7,350,000.00",Open tender,3/23/2016,5/6/2016,5/18/2016,7/31/2016,0,8,110
NATIONAL COUNCIL FOR PERSONS WITH DISABILITIES,NCPWD/PROC/06/2015/2016,SUPPLY AND DELIVERY OF WIDE BRIM HATS FOR PERSONS WITH ALBINISM,SOLIDUS E. A. LTD,"6,300,000.00",Open tender,3/23/2016,5/6/2016,5/18/2016,7/31/2016,0,28,110
SALARIES AND REMUNERATION COMMISSION,SRC/DRFP/PJE/03/2015-2016,"For Consultancy to undertake Job Evaluation in the Public Service for The Disciplined Service Sector and The Research Institutions, Public Universities and Tertiary Education Institutions Sector",AON Hewitt in Consortium with Parker Randal & Mucmar Management,"106,661,999.00",Open tender,3/11/2016,4/29/2016,5/17/2016,12/31/2016,12,12,110
KENYA NATIONAL HIGHWAYS AUTHORITY,Kenha/1245/2016,Emergency Maintenance Of Lesseru (Jn A104) – Kitale [Jn A1/C48] (B2/A1) Road (Lot No. 1),M/s. Dittman Construction Co. Ltd,"329,657,181.00",Open tender,2/17/2016,4/18/2016,5/10/2016,12/31/2017,0,4,110
EXPORT PROCESSING ZONES AUTHORITY,TENDER NO. 23/2014-2015,Provision of Security Services,M/S Bobby Guards Ltd,"11,344,800.00",Open tender,8/21/2015,7/10/2015,6/3/2015,8/22/2018,9,9,110
EXPORT PROCESSING ZONES AUTHORITY,TENDER NO. 23A/2014-2015,Consultancy Services for Strategic Environmental Assessment   ( SEA)  for the Leather industrial Park,Repcon Associates,"9,291,997.00",Restricted Tender,3/3/2015,5/30/2015,7/23/2015,7/22/2016,11,10,110
KENYA NATIONAL HIGHWAYS AUTHORITY,Kenha/1238/2016,Routine Maintenance And Spot Improvement Of Garbatula Junction – Eldera – Modogashe (B9) Road,M/s. Gamoji Limited,"28,009,650.00",Open tender,2/12/2016,4/18/2016,5/20/2016,6/15/2017,2,19,110
KENYA NATIONAL HIGHWAYS AUTHORITY,KeNHA/UES/320/2016,emergency works for re-alignment of corner-S Souh Horr on C77 road,M/s Sukela limited,"9,969,000.00",Open tender,2/12/2016,4/13/2016,5/9/2016,10/15/2016,0,6,110
KENYA NATIONAL HIGHWAYS AUTHORITY,KeNHA/UES/319/2016,emergency works for construction of slabs on C77 road,M/s Salamat limited,"10,481,250.00",Open tender,2/12/2016,4/8/2016,5/16/2016,10/15/2016,0,6,110
KENYA NATIONAL HIGHWAYS AUTHORITY,Kenha/1233/2016,Routine Maintenance Of Mang’U – Gatundu - Ichaweri (C64) Road,M/s. Roaco Jimbiri Limited,"18,101,800.00",Open tender,2/12/2016,4/18/2016,5/11/2016,7/15/2017,0,20,110
KENYA NATIONAL HIGHWAYS AUTHORITY,Kenha/1242/2016,Spot Improvement Of Jn C51 Biretwo – Chegilet- Tot (Jn B4) (C52) Road,M/s. Nicon Works Contractors Limited,"35,521,520.00",Open tender,2/12/2016,4/18/2016,5/19/2016,10/19/2016,1,16,110
KENYA NATIONAL HIGHWAYS AUTHORITY,KeNHA/NRT/204/2016,ROUTINE Maintnance of Lokwamothing- cb west Pokot (Lochakula) C46 road,Tag Heuer civil engineering limited,"9,056,700.00",Open tender,2/12/2016,4/8/2016,5/31/2016,10/20/2016,0,26,110
KENYA NATIONAL HIGHWAYS AUTHORITY,KeNHA/UES/318/2016,emergency protection of Bang'ilo bridge C78 road,M/s Buba company limited,"9,837,391.60",Open tender,2/12/2016,4/8/2016,5/20/2016,10/20/2016,0,2,110
KENYA NATIONAL HIGHWAYS AUTHORITY,Kenha/1235/2016,Performance Based Contract For The Maintenance Of Thika - Magumu (C66) Road,M/s. Olepolos Construction Company Ltd,"79,011,586.92",Open tender,2/12/2016,4/18/2016,5/13/2016,10/20/2018,0,11,111
KIMATHI UNIVERSITY COLLEGE OF TECHNOLOGY,DeKUT/OT/061/2015-2016,"PROVISION OF INSURANCE BROKERAGE SERVICES 
-FIRE & ALLIED
-FIRE & CONSEQUENTIAL LOSS
-WIBA,GPA& EL INSURANCE
-TERRORISM,SABOTAGE &POLITICAL RISKS
-CASH IN TRANSIT
-MOTOR VEHICLE INSURANCE",PLAN AND PLACE INSUARANCE BROKERS,"6,071,923.00",Open tender,12/8/2015,12/31/2003,1/19/2016,12/31/2016,10,8,111
KIMATHI UNIVERSITY COLLEGE OF TECHNOLOGY,N/A,DIRECT PROCUREMENT OF A LORRY VIA GOK SUPPLIES BRANCH CONTRACT,SIMBA COLT MOTORS,"7,994,500.00",Direct Procurement,11/11/2015,11/30/2015,12/18/2015,2/28/2015,0,0,111
KENYA MEDICAL SUPPLIES AUTHORITY,KEMSA/OIT6/2013-2015 (Call down 12),Supply of Non-Pharmaceuticals,Nairobi Enterprises Ltd,"50,969,080.03",Open tender,12/18/2013,3/24/2016,4/1/2016,6/3/2016,108,52,111
KENYA MEDICAL SUPPLIES AUTHORITY,KEMSA/OIT7/2013-2015 (Call Down 7),Supply of Non Pharmaceuticals,Winston International Ltd,"10,900,375.59",Open tender,12/18/2013,1/15/2016,1/25/2016,4/18/2016,43,19,111
KENYA MEDICAL SUPPLIES AUTHORITY,KEMSA/OIT8/2013-2015 (Call down 10),Supply of Non  Pharmaceuticals,Kenruss Medics Ltd,"5,512,500.00",Open tender,12/18/2013,3/24/2016,4/1/2016,6/6/2016,108,40,111
KENYA MEDICAL SUPPLIES AUTHORITY,KEMSA/ OIT 1/2014-2016 (Call Down 11),Supply of Pharmaceuticals,Laboratory & Allied Ltd,"9,982,443.35",Open tender,10/3/2014,3/24/2016,4/1/2016,6/7/2016,38,21,111
KENYA MEDICAL SUPPLIES AUTHORITY,KEMSA/ OIT 1/2014-2016 (Call Down 12),Supply of Pharmaceuticals,Tata Africa Holdings,"5,329,089.84",Open tender,10/3/2014,3/24/2016,3/31/2016,6/7/2016,38,21,111
KENYA MEDICAL SUPPLIES AUTHORITY,KEMSA/ OIT 3/2014-2016 (Call down 6),Procurement of Pharmaceuticals,Dawa Ltd,"33,395,423.00",Open tender,4/23/2015,3/24/2016,3/31/2016,7/15/2016,38,21,111
KENYA MEDICAL SUPPLIES AUTHORITY,KEMSA/ OIT 6/2014-2015 (Call down 4),Procurement of Non  Pharmaceuticals,Suken International Ltd,"35,144,400.00",Open tender,4/23/2014,3/24/2016,4/1/2016,6/5/2016,32,24,111
KENYA MEDICAL SUPPLIES AUTHORITY,KEMSA/ OIT 7/2014-2015 (Call down 4),Procurement of Pharmaceuticals,Medivet Products Ltd,"9,501,161.68",Open tender,4/23/2015,3/24/2016,4/11/2016,7/30/2016,51,21,111
COMMUNICATIONS AUTHORITY OF KENYA,CA/PROC/OT/15/2015-2016,"Tender for supply, delivery and installation of computers for E-resource centres",Modern Integrated Business Solutions,"58,577,471.68",Open tender,11/6/2015,1/28/2016,3/30/2016,6/29/2016,54,48,111
COMMUNICATIONS AUTHORITY OF KENYA,CA/PROC/RFP/07/2015-2016,Request for Proposal for provision of consultancy services to undertake an assessment of competition in the telecommunication sector,Analysys Mason,"37,913,582.00",Request for proposals,11/18/2015,2/10/2016,4/25/2016,8/24/2016,15,12,111
COMMUNICATIONS AUTHORITY OF KENYA,CA/PROC/RFP/06/2015-2016,"Provision of consultancy services to undertake a survey and develop a framework for network redundancy, resilience and diversity of telecommunication networks in Kenya",Interconnect Communications,"40,682,194.00",Request for proposals,11/18/2015,2/17/2016,4/27/2016,11/26/2016,13,7,111
COMMUNICATIONS AUTHORITY OF KENYA,CA/PROC/RFP/09/2015-2016,Request for proposal for business reengineering and automation,Ernst & Young,"32,846,091.36",Request for proposals,2/3/2016,3/14/2016,5/6/2016,7/5/2017,4,3,111
UWEZO FUND OVERSIGHT BOARD,UWZ/RFP/04/2014-2015,"THE SUPPLY, INSTALLATION AND COMMISSIONING OF ENTERPRISE RESOURCE PLANNING (ERP) SYSTEM",CORETEC SYSTEMS AND SOLUTIONS LIMITED,"48,806,912.05",Open tender,7/8/2015,7/28/2015,10/19/2015,10/18/2017,0,5,111
UWEZO FUND OVERSIGHT BOARD,UWZ/RFP/01/2015-2016,PROJECT MANAGEMENT (PMC) FOR ENTERPRISE RESOURCE PLANNING SYSTEM,PSRM CONSULTANTS LIMITED,"6,602,821.00",Open tender,8/19/2015,10/27/2015,11/2/2015,11/1/2017,0,12,111
UWEZO FUND OVERSIGHT BOARD,UWZ/NCB/003/2015-2016,PROVISION OF INSURANCE COVER FOR UFOB STAFF AND DIRECTORS,UAP INSURANCE COMPANY LIMITED,"7,312,200.00",Open tender,11/15/2015,2/2/2016,4/28/2016,4/27/2017,0,14,111
TANA AND ATHI RIVERS DEVELOPMENT AUTHORITY (TARDA),TARDA/OT/096/2015-2016,Construction of 8No. Executive Rooms at Masinga Dam Resort,Ayani Investments Ltd,"28,476,674.00",Open tender,3/7/2016,3/29/2016,4/20/2016,9/20/2016,15,15,111
NATIONAL CEREALS AND PRODUCE BOARD,NCPB/CHEM/30/2015-2016,SUPPLY AND DELIVERY OF ALUMINIUM PHOSPHIDE TABLETS,CHEMRAW E.A LTD,"6,020,000.00",Open tender,5/9/2016,6/2/2016,6/20/2016,7/5/2016,1000,5,111
NATIONAL CEREALS AND PRODUCE BOARD,NCPB/INS/GMC/29/2015-2016,PROVISION OF FUND MANAGEMENT AND ADMINISTRATION OF SELF FUNDED MEDICAL COVER,CIC INSURANCE LTD,"8,885,000.00",Open tender,5/9/2016,6/10/2016,6/28/2016,6/30/2018,1000,5,112
UNIVERSITY OF ELDORET,Tender No:UOE/05/2015-2016,Tender for Schools of Economics and Economics and Business-Builders Works,Eldo-Rotsa Construction Company Ltd,"241,236,042.30",Open tender,12/16/2015,3/15/2016,5/20/2016,1/6/2018,13,13,112
UNIVERSITY OF ELDORET,Tender No:UOE/05A/2015-2016,Tender for School of Economics and Business -Electrical Works,Jaman Engineering Construction Limited,"13,929,820.00",Open tender,12/16/2015,3/15/2015,5/20/2016,1/6/2018,10,10,112
UNIVERSITY OF ELDORET,Tender No:UOE/05B/2015-2016,Tender for School of Economics and Business- Mechanical Works,Vanguard Engineering,"11,317,160.00",Open tender,12/16/2015,3/15/2016,5/20/2016,1/6/2018,10,10,112
UNIVERSITY OF ELDORET,Tender No:UOE/05C/2015-2016,Tender for Schools of Economics and Business-Sructured Cabling/CCTV,Pluton ICT Limited,"6,292,326.00",Open tender,12/16/2015,3/15/2016,5/20/2016,1/6/2018,5,5,112
UNIVERSITY OF ELDORET,Tender No:UOE/05D/2015-2016,Tender for School of Economics and Business-Standby Generator,Nginu Power Engineering (EA),"5,183,100.00",Open tender,12/16/2015,3/15/2016,5/20/2016,1/6/2018,3,3,112
UNIVERSITY OF ELDORET,Tender No:UOE/06/2015-2016,Tender for Installation of CCTV Cameras Phase 2,Electroserve Limited,"5,991,700.00",Open tender,12/16/2015,3/15/2016,5/26/2016,7/18/2016,5,5,112
UNIVERSITY OF ELDORET,Tender No:UOE/07/2015-2016,Tender for Installation of High Mast Floodlight Phase 2,Match Electricals Limited,"13,940,000.00",Open tender,12/16/2015,3/15/2016,5/26/2016,9/6/2016,3,3,112
UNIVERSITY OF ELDORET,Tender No:UOE/08/2015-2016,Tender for  Construction of Main Gate,Florato Construction Company Limited,"13,753,010.00",Open tender,12/16/2015,3/15/2016,5/20/2016,10/6/2016,17,17,112
UNIVERSITY OF ELDORET,Tender No:UOE/09/2015-2016,Tender for Construction of Perimeter Fence,Damovin Engineering Services,"31,899,500.00",Open tender,12/16/2015,3/15/2016,5/20/2016,1/6/2017,28,28,112
KENYA RAILWAY CORPORATION,KRC/PLM/018/15-16,Supply and Delivery of Office Furniture and Equipments - LOT 1 Office Furniture,BUDGET FURNITURE Ltd,"5,168,000.00",Open tender,11/27/2015,2/11/2016,3/16/2016,3/18/2016,15,12,112
KENYA RAILWAY CORPORATION,KRC/PLM/030/15-16,Rehabilitation of 60 Residential Units in Nyarenda,Fairton Agencies ltd,"62,012,264.00",Open tender,3/1/2016,4/28/2016,6/8/2016,2/13/2017,4,4,112
JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT/12/2016-2017,Provision of Insurance Brokerage services,Liason Group Insurance Brokers Ltd,"23,167,283.00",Open tender,5/14/2016,7/20/2016,7/9/2016,6/30/2017,30,30,112
KENYA MEDICAL SUPPLIES AUTHORITY,GF ATM MAL NFM-15/16-OIT 001,SUPPLY AND DELIVERY OF ARTEMETHER - LUMEFANTRINE MEDICINES (ALs),Novartis Pharma services Ag (Inc.),"238,949,405.70",Open tender,4/1/2016,5/27/2016,6/10/2016,12/4/2016,14,9,112
KENYA MEDICAL SUPPLIES AUTHORITY,GF ATM MAL-NFM - 15/16-OIT-001,Supply and Delivery of Artemether-Lumefantrine Medicines (ALs),Ipca Laboratories Limited,"207,371,146.67",Open tender,4/1/2016,5/27/2016,6/10/2016,3/2/2017,14,9,112
KENYA MEDICAL SUPPLIES AUTHORITY,GF ATM TB NFM-15/16-OIT-001,Supply and Delivery of First Line Anti-TB Medicine.,Cosmos Limited,"54,658,412.40",Open tender,4/1/2016,5/30/2016,6/20/2016,9/12/2016,9,4,112
KENYA MEDICAL SUPPLIES AUTHORITY,GF ATM TB NFM-15/16-OIT-001,Supply and Delivery of First Line Anti-TB Medicine.,Macleods Pharmaceuticals Limited,"48,831,434.55",Open tender,4/1/2016,5/30/2016,6/20/2016,9/12/2016,9,4,112
KENYA MEDICAL SUPPLIES AUTHORITY,GF ATM RD 10 PH2 MAL - 15/16-OIT-002,Supply and Delivery of Rapid Diagnostic Test Kits (RDT’S),STANDARD DIAGNOSTICS INC,"304,417,423.08",Open tender,12/18/2015,3/23/2016,4/21/2016,1/20/2017,15,5,112
GEOTHERMAL DEVELOPMENT COMPANY LIMITED,GDC/DO/OT/002/15-16,Provision of Rig and Ancillary Equipment Inspection Services,Netfast Communication Limited,"12,880,200.00",Open tender,9/23/2015,11/16/2015,4/11/2016,5/30/2016,6,6,112
GEOTHERMAL DEVELOPMENT COMPANY LIMITED,GDC/CPP/OT/003/14-15,Provision of Drilling Services for Geothermal Wells in Bogoria - Silali,Hongkong Offshore Oil Services Limited,"5,851,980,796.00",Open tender,8/13/2014,11/10/2014,4/6/2016,10/6/2017,19,8,112
KILIFI COUNTY GOVERNMENT,KCG/WTR/001/2015/2016,PROPOSED CONSTRUCTION OF KADZANDANI-KAMALE PROJECT IN MAGARINI SUB COUNTY,GEOTECH CONTRACTORS LIMITED,"36,345,240.00",Open tender,9/30/2015,10/15/2015,12/9/2015,9/30/2016,0,9,113
JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,JKUAT/14/2016-2017,"Provision of Ground Maintenance ,Landscape services & Garbage collection",Chania  Cleaners,"9,529,083.68",Open tender,5/14/2016,7/20/2016,7/9/2016,6/30/2017,30,30,113
THE TECHNICAL UNIVERSITY OF KENYA(TU-K),TUK/LEASE/01/2015-16,"Lease of office space for staff members at Telkom Kenya, Haille Sellasie Avenue",TELKOM KENYA LIMITED,"7,694,400.00",Direct Procurement,11/19/2015,11/19/2015,11/19/2015,11/18/2016,1,1,113
NORTHERN WATER SERVICES BOARD,NWSB/T/021/2015-2016,"Drilling, casing and caping 5 No. borehples in Samburu and Garissa county",Hydro Water wells (k) Ltd,"17,371,000.00",Open tender,12/8/2015,2/12/2016,3/1/2016,9/30/2016,11,11,113
NORTHERN WATER SERVICES BOARD,NWSB/T/CW/016/2015 - 2016,"Site clearance, Excavation of 40,000m3 water pan, construction of silt trap, placement of rip rap, construction of inlet and out let channels, spill way and fencing",Gargar Construction Co. Ltd,"18,658,916.00",Open tender,11/19/2015,3/11/2016,5/10/2016,9/30/2016,11,11,113
SALARIES AND REMUNERATION COMMISSION,SRC/ SMC/04B/2015-2016 PROVISION OF COMPREHENSIVE MEDICAL COVER FOR COMMISSIONERS AND SRC STAFF .,SRC/ SMC/04B/2015-2016 PROVISION OF COMPREHENSIVE MEDICAL COVER FOR COMMISSIONERS AND SRC STAFF .,UAP INSURANCE,"20,160,520.95",Open tender,3/14/2016,6/30/2016,6/30/2016,6/30/2017,8,8,113
KENYA POWER AND LIGHTING COMPANY LTD,KP1/9AA-3/PT/09/15-16,"SUPPLY OF PG CLAMPS & LINE TAPS FOR YOUTH, WOMEN & PERSONS WITH DISABILITY - TENDER NO. KP1/9AA-3/PT/09/15-16",VARIOUS SUPPLIERS AWARDED,"65,284,666.00",Open tender,8/27/2015,2/17/2016,4/20/2016,4/19/2017,0,21,113
KENYA POWER AND LIGHTING COMPANY LTD,KP6/5DA/QT/10-15/16,PROPOSED ELECTRICITY HOUSE MOMBASA BASEMENT DRAINAGE WORKS,M/s Brownbark Engineering Systems Ltd,"8,127,371.80",Request for Quotations,10/28/2015,2/17/2016,4/1/2016,9/27/2016,0,10,113
